_id	month	neighborhood_municipality	bivalent_booster
162813	2023-08-01	Polish Hill (Pittsburgh)	2
162814	2022-09-01	Port Vue	19
162815	2022-11-01	Port Vue	137
162816	2023-01-01	Port Vue	44
162817	2023-04-01	Port Vue	2
162818	2023-06-01	Port Vue	1
162819	2022-10-01	Rankin	54
162820	2022-12-01	Rankin	24
162821	2023-03-01	Rankin	3
162822	2023-05-01	Rankin	7
162823	2023-07-01	Rankin	3
162824	2022-09-01	Reserve	72
162825	2022-11-01	Reserve	187
162826	2023-01-01	Reserve	41
162827	2023-04-01	Reserve	3
162828	2022-10-01	Richland	813
162829	2022-12-01	Richland	399
162830	2023-03-01	Richland	48
162831	2023-05-01	Richland	17
162832	2023-07-01	Richland	7
162833	2022-09-01	Robinson	190
162834	2022-11-01	Robinson	998
162835	2023-01-01	Robinson	188
162836	2023-04-01	Robinson	19
162837	2023-06-01	Robinson	10
162838	2023-08-01	Robinson	12
162839	2023-10-01	Robinson	4
162840	2022-10-01	Rosslyn Farms	43
162841	2022-12-01	Rosslyn Farms	25
162842	2023-05-01	Rosslyn Farms	1
162843	2023-07-01	Rosslyn Farms	1
162844	2022-10-01	Scott	1222
162845	2022-12-01	Scott	467
162846	2023-03-01	Scott	69
162847	2023-05-01	Scott	34
162848	2023-07-01	Scott	17
162849	2023-02-01	Sewickley	25
162850	2022-10-01	Sewickley Heights	85
162851	2022-12-01	Sewickley Heights	35
162852	2023-03-01	Sewickley Heights	3
162853	2023-05-01	Sewickley Heights	1
162854	2023-07-01	Sewickley Heights	1
162855	2022-10-01	Sewickley Hills	61
162856	2022-12-01	Sewickley Hills	32
162857	2023-03-01	Sewickley Hills	6
162858	2023-07-01	Sewickley Hills	1
162859	2023-02-01	Shadyside (Pittsburgh)	73
162860	2023-09-01	Shadyside (Pittsburgh)	7
162861	2022-09-01	Sharpsburg	41
162862	2022-11-01	Sharpsburg	140
162863	2023-01-01	Sharpsburg	45
162864	2023-04-01	Sharpsburg	10
162865	2023-06-01	Sharpsburg	2
162866	2023-08-01	Sharpsburg	6
162867	2022-10-01	Sheraden (Pittsburgh)	193
162868	2022-12-01	Sheraden (Pittsburgh)	107
162869	2023-03-01	Sheraden (Pittsburgh)	10
162870	2023-05-01	Sheraden (Pittsburgh)	10
162871	2023-07-01	Sheraden (Pittsburgh)	8
162872	2022-09-01	South Fayette	179
162873	2022-11-01	South Fayette	704
162874	2023-01-01	South Fayette	278
162875	2023-04-01	South Fayette	19
162876	2023-06-01	South Fayette	16
162877	2023-08-01	South Fayette	12
162878	2023-10-01	South Fayette	1
162879	2023-02-01	South Oakland (Pittsburgh)	18
162880	2023-09-01	South Oakland (Pittsburgh)	1
162881	2023-02-01	South Park	57
162882	2023-09-01	South Park	11
162883	2022-12-01	South Shore (Pittsburgh)	5
162884	2023-02-01	South Versailles	1
162885	2023-02-01	Southside Flats (Pittsburgh)	35
162886	2023-09-01	Southside Flats (Pittsburgh)	4
162887	2023-02-01	Southside Slopes (Pittsburgh)	20
162888	2023-09-01	Southside Slopes (Pittsburgh)	1
162889	2022-09-01	Spring Garden (Pittsburgh)	12
162890	2023-02-01	Spring Hill-City View (Pittsburgh)	13
162891	2023-09-01	Spring Hill-City View (Pittsburgh)	1
162892	2022-10-01	Springdale Borough	191
162893	2022-12-01	Springdale Borough	84
162894	2023-03-01	Springdale Borough	14
162895	2023-05-01	Springdale Borough	7
162896	2023-07-01	Springdale Borough	1
162897	2022-09-01	Springdale Township	19
162898	2022-11-01	Springdale Township	115
162899	2023-01-01	Springdale Township	17
162900	2023-04-01	Springdale Township	2
162901	2023-06-01	Springdale Township	4
162902	2022-09-01	Squirrel Hill North (Pittsburgh)	437
162903	2022-11-01	Squirrel Hill North (Pittsburgh)	707
162904	2023-01-01	Squirrel Hill North (Pittsburgh)	227
162905	2023-04-01	Squirrel Hill North (Pittsburgh)	34
162906	2023-06-01	Squirrel Hill North (Pittsburgh)	20
162907	2023-08-01	Squirrel Hill North (Pittsburgh)	4
162908	2023-10-01	Squirrel Hill North (Pittsburgh)	4
162909	2022-10-01	Squirrel Hill South (Pittsburgh)	1947
162910	2022-12-01	Squirrel Hill South (Pittsburgh)	666
162911	2023-03-01	Squirrel Hill South (Pittsburgh)	71
162912	2023-05-01	Squirrel Hill South (Pittsburgh)	65
162913	2023-07-01	Squirrel Hill South (Pittsburgh)	20
162914	2022-11-01	St. Clair (Pittsburgh)	1
162915	2023-04-01	St. Clair (Pittsburgh)	1
162916	2022-12-01	Stanton Heights (Pittsburgh)	212
162917	2023-03-01	Stanton Heights (Pittsburgh)	32
162918	2023-05-01	Stanton Heights (Pittsburgh)	12
162919	2023-07-01	Stanton Heights (Pittsburgh)	3
162920	2023-02-01	Stowe	29
162921	2023-09-01	Stowe	4
162922	2022-10-01	Strip District (Pittsburgh)	160
162923	2022-12-01	Strip District (Pittsburgh)	59
162924	2023-03-01	Strip District (Pittsburgh)	3
162925	2023-05-01	Strip District (Pittsburgh)	7
162926	2023-07-01	Strip District (Pittsburgh)	1
162927	2022-09-01	Summer Hill (Pittsburgh)	6
162928	2022-11-01	Summer Hill (Pittsburgh)	61
162929	2023-01-01	Summer Hill (Pittsburgh)	12
162930	2023-06-01	Summer Hill (Pittsburgh)	2
162931	2023-08-01	Summer Hill (Pittsburgh)	3
162932	2022-09-01	Swisshelm Park (Pittsburgh)	37
162933	2022-11-01	Swisshelm Park (Pittsburgh)	117
162934	2023-01-01	Swisshelm Park (Pittsburgh)	22
162935	2023-04-01	Swisshelm Park (Pittsburgh)	8
162936	2023-06-01	Swisshelm Park (Pittsburgh)	3
162937	2023-08-01	Swisshelm Park (Pittsburgh)	1
162938	2022-09-01	Tarentum	20
162939	2022-11-01	Tarentum	167
162940	2023-01-01	Tarentum	28
162941	2023-04-01	Tarentum	6
162942	2023-06-01	Tarentum	1
162943	2022-09-01	Terrace Village (Pittsburgh)	8
162944	2022-11-01	Terrace Village (Pittsburgh)	67
162945	2023-01-01	Terrace Village (Pittsburgh)	22
162946	2023-04-01	Terrace Village (Pittsburgh)	1
162947	2023-06-01	Terrace Village (Pittsburgh)	3
162948	2022-09-01	Thornburg	10
162949	2022-11-01	Thornburg	32
162950	2023-01-01	Thornburg	9
162951	2023-06-01	Thornburg	1
162952	2022-11-01	Trafford	1
162953	2022-10-01	Troy Hill (Pittsburgh)	194
162954	2022-12-01	Troy Hill (Pittsburgh)	74
162955	2023-03-01	Troy Hill (Pittsburgh)	15
162956	2023-05-01	Troy Hill (Pittsburgh)	7
162957	2023-07-01	Troy Hill (Pittsburgh)	2
162958	2022-10-01	Turtle Creek	191
162959	2022-12-01	Turtle Creek	108
162960	2023-03-01	Turtle Creek	26
162961	2023-05-01	Turtle Creek	8
162962	2023-07-01	Turtle Creek	2
162963	2023-02-01	Undefined	6
162964	2022-10-01	Undefined (Pittsburgh)	5
162965	2023-02-01	Upper Hill (Pittsburgh)	12
162966	2022-09-01	Upper Lawrenceville (Pittsburgh)	69
162967	2023-07-01	Upper Saint Clair	26
162968	2022-10-01	Verona	148
162969	2022-12-01	Verona	67
162970	2023-03-01	Verona	14
162971	2023-05-01	Verona	9
162972	2023-07-01	Verona	2
162973	2023-02-01	Wall	4
162974	2022-09-01	West Deer	212
162975	2022-11-01	West Deer	803
162976	2023-01-01	West Deer	158
162977	2023-04-01	West Deer	19
162978	2023-06-01	West Deer	8
162979	2023-08-01	West Deer	7
162980	2023-10-01	West Deer	2
162981	2023-02-01	West Elizabeth	1
162982	2023-02-01	West End (Pittsburgh)	2
162983	2023-09-01	West End (Pittsburgh)	1
162984	2022-09-01	West Mifflin	196
162985	2022-11-01	West Mifflin	978
162986	2023-04-01	West Mifflin	37
162987	2022-10-01	West Oakland (Pittsburgh)	64
162988	2022-12-01	West Oakland (Pittsburgh)	28
162989	2023-03-01	West Oakland (Pittsburgh)	6
162990	2023-05-01	West Oakland (Pittsburgh)	3
162991	2022-10-01	West View	426
162992	2022-12-01	West View	209
162993	2023-03-01	West View	27
162994	2023-05-01	West View	12
162995	2023-07-01	West View	9
162996	2023-02-01	Westwood (Pittsburgh)	16
162997	2023-09-01	Westwood (Pittsburgh)	1
162998	2022-09-01	Whitehall	235
162999	2022-11-01	Whitehall	994
163000	2023-01-01	Whitehall	231
163001	2023-04-01	Whitehall	44
163002	2023-06-01	Whitehall	23
163003	2023-08-01	Whitehall	18
163004	2023-10-01	Whitehall	5
163005	2023-02-01	Wilkins	42
163006	2023-09-01	Wilkins	5
163007	2022-10-01	Wilkinsburg	958
163008	2022-12-01	Wilkinsburg	399
163009	2023-03-01	Wilkinsburg	69
163010	2023-05-01	Wilkinsburg	45
163011	2023-07-01	Wilkinsburg	18
163012	2022-09-01	Wilmerding	17
163013	2022-11-01	Wilmerding	58
163014	2023-01-01	Wilmerding	18
163015	2023-04-01	Wilmerding	3
163016	2023-08-01	Wilmerding	1
163017	2023-02-01	Windgap (Pittsburgh)	11
